,key,3,10,5,auditReportDate
2361,2016.06.092016.03.23SB(2015.12)023530110111-0000086,롯데쇼핑,110111-0000086,(2015.12),2016년3월9일_2015년12월31일_2014년12월31일_
6529,2017.06.012017.03.31SB(2016.12)023530110111-0000086,롯데쇼핑,110111-0000086,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
10039,2018.04.022018.04.02SB(2017.12)023530110111-0000086,롯데쇼핑,110111-0000086,(2017.12),2017년4월26일_2017년10월1일_2018년3월14일_2017년8월29일_2016년12월31일_2017년12월31일_2017년3월15일_
14799,2019.04.012019.04.01SB(2018.12)023530110111-0000086,롯데쇼핑,110111-0000086,(2018.12),2018년12월31일_2019년3월20일_
21499,2020.08.142020.03.30SB(2019.12)023530110111-0000086,롯데쇼핑,110111-0000086,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
296,2016.03.302016.03.30SB(2015.12)006360110111-0002694,GS건설,110111-0002694,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
4333,2017.03.302017.03.30SB(2016.12)006360110111-0002694,GS건설,110111-0002694,(2016.12),2015년12월31일_2017년03월16일_2016년12월31일_
9775,2018.04.022018.04.02SB(2017.12)006360110111-0002694,GS건설,110111-0002694,(2017.12),2016년12월31일_2018년03월15일_2017년12월31일_
14425,2019.04.012019.04.01SB(2018.12)006360110111-0002694,GS건설,110111-0002694,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
18680,2020.03.272020.03.27SB(2019.12)006360110111-0002694,GS건설,110111-0002694,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_2020년3월19일_
2235,2016.05.162016.03.30SB(2015.12)002300110111-0002818,한국제지,110111-0002818,(2015.12),2015년12월31일_2016년3월17일_2015년3월9일_2014년12월31일_
6102,2017.03.312017.03.31SB(2016.12)002300110111-0002818,한국제지,110111-0002818,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
10694,2018.04.022018.04.02SB(2017.12)002300110111-0002818,한국제지,110111-0002818,(2017.12),2017년3월16일_2015년12월31일_2018년3월15일_2016년3월17일_2016년12월31일_2017년12월31일_2016년1월1일_
15750,2019.04.012019.04.01SB(2018.12)002300110111-0002818,한국제지,110111-0002818,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20882,2020.03.302020.03.30SB(2019.12)002300110111-0002818,한국제지,110111-0002818,(2019.12),2019년12월31일_2020년3월19일_
1623,2016.03.302016.03.30SB(2015.12)000880110111-0002959,한화,110111-0002959,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
6332,2017.04.192017.03.31SB(2016.12)000880110111-0002959,한화,110111-0002959,(2016.12),2015년12월31일_2017년3월16일_2016년3월17일_2016년12월31일_
11058,2018.06.112018.04.02SB(2017.12)000880110111-0002959,한화,110111-0002959,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
15805,2019.04.012019.04.01SB(2018.12)000880110111-0002959,한화,110111-0002959,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20961,2020.03.302020.03.30SB(2019.12)000880110111-0002959,한화,110111-0002959,(2019.12),2019년12월31일_2020년3월17일_
1911,2016.05.122016.03.29SB(2015.12)006040110111-0003098,동원산업,110111-0003098,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
4412,2017.03.302017.03.30SB(2016.12)006040110111-0003098,동원산업,110111-0003098,(2016.12),2015년12월31일_2017년3월16일_2016년3월4일_2016년12월31일_
11256,2018.07.162018.03.30SB(2017.12)006040110111-0003098,동원산업,110111-0003098,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
14736,2019.04.012019.04.01SB(2018.12)006040110111-0003098,동원산업,110111-0003098,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
19402,2020.03.302020.03.30SB(2019.12)006040110111-0003098,동원산업,110111-0003098,(2019.12),2019년12월31일_2020년3월19일_
2349,2016.06.012016.03.30SB(2015.12)110111-0003121,롯데알미늄,110111-0003121,(2015.12),2015년12월31일_2016년3월11일_2014년12월31일_
1630,2016.03.302016.03.30SB(2015.12)003530110111-0003155,한화투자증권,110111-0003155,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
6174,2017.03.312017.03.31SB(2016.12)003530110111-0003155,한화투자증권,110111-0003155,(2016.12),2015년12월31일_2016년3월9일_2016년12월31일_2017년3월15일_
9719,2018.03.302018.03.30SB(2017.12)003530110111-0003155,한화투자증권,110111-0003155,(2017.12),2016년12월31일_2017년12월31일_2018년3월16일_
14377,2019.03.292019.03.29SB(2018.12)003530110111-0003155,한화투자증권,110111-0003155,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
20968,2020.03.302020.03.30SB(2019.12)003530110111-0003155,한화투자증권,110111-0003155,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
2240,2016.05.162016.03.30SB(2015.12)088350110111-0003204,한화생명,110111-0003204,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
6168,2017.03.312017.03.31SB(2016.12)088350110111-0003204,한화생명,110111-0003204,(2016.12),2015년12월31일_2016년3월10일_2017년3월13일_2016년12월31일_
10810,2018.04.032018.04.02SB(2017.12)088350110111-0003204,한화생명,110111-0003204,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
15808,2019.04.012019.04.01SB(2018.12)088350110111-0003204,한화생명,110111-0003204,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
21115,2020.03.312020.03.30SB(2019.12)088350110111-0003204,한화생명,110111-0003204,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
1420,2016.03.302016.03.30SB(2015.12)004100110111-0003212,태양금속공업,110111-0003212,(2015.12),2015년12월31일_2014년12월31일_2016년3월16일_
5954,2017.03.312017.03.31SB(2016.12)004100110111-0003212,태양금속공업,110111-0003212,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
10608,2018.04.022018.04.02SB(2017.12)004100110111-0003212,태양금속공업,110111-0003212,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
15628,2019.04.012019.04.01SB(2018.12)004100110111-0003212,태양금속공업,110111-0003212,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20686,2020.03.302020.03.30SB(2019.12)004100110111-0003212,태양금속공업,110111-0003212,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
1165,2016.03.302016.03.30SB(2015.12)000700110111-0003262,유수홀딩스,110111-0003262,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
6644,2017.07.282017.03.31SB(2016.12)000700110111-0003262,유수홀딩스,110111-0003262,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
10433,2018.04.022018.04.02SB(2017.12)000700110111-0003262,유수홀딩스,110111-0003262,(2017.12),2018년3월2일_2016년12월31일_2017년12월31일_
15378,2019.04.012019.04.01SB(2018.12)000700110111-0003262,유수홀딩스,110111-0003262,(2018.12),2018년12월31일_2019년3월8일_2017년12월31일_
20306,2020.03.302020.03.30SB(2019.12)000700110111-0003262,유수홀딩스,110111-0003262,(2019.12),2019년12월31일_2018년12월31일_2020년3월27일_
1292,2016.03.302016.03.30SB(2015.12)000440110111-0003428,중앙에너비스,110111-0003428,(2015.12),2015년12월31일_2016년2월5일_2015년1월1일_2014년10월1일_2016년2월05일_2014년12월31일_
5824,2017.03.312017.03.31SB(2016.12)000440110111-0003428,중앙에너비스,110111-0003428,(2016.12),2015년12월31일_2016년12월31일_2017년2월28일_
10527,2018.04.022018.04.02SB(2017.12)000440110111-0003428,중앙에너비스,110111-0003428,(2017.12),2018년3월7일_2016년12월31일_2017년12월31일_
15513,2019.04.012019.04.01SB(2018.12)000440110111-0003428,중앙에너비스,110111-0003428,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
18862,2020.03.272020.03.27SB(2019.12)000440110111-0003428,중앙에너비스,110111-0003428,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
2066,2016.05.162016.03.30SB(2015.12)003550110111-0003543,LG,110111-0003543,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
4761,2017.03.312017.03.31SB(2016.12)003550110111-0003543,LG,110111-0003543,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9805,2018.04.022018.04.02SB(2017.12)003550110111-0003543,LG,110111-0003543,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
14461,2019.04.012019.04.01SB(2018.12)003550110111-0003543,LG,110111-0003543,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
19023,2020.03.302020.03.30SB(2019.12)003550110111-0003543,LG,110111-0003543,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
1615,2016.03.302016.03.30SB(2015.12)002320110111-0003668,한진,110111-0003668,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
6653,2017.08.112017.03.31SB(2016.12)002320110111-0003668,한진,110111-0003668,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9714,2018.03.302018.03.30SB(2017.12)002320110111-0003668,한진,110111-0003668,(2017.12),2017년3월16일_2018년3월15일_2016년12월31일_2017년12월31일_
15796,2019.04.012019.04.01SB(2018.12)002320110111-0003668,한진,110111-0003668,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
20953,2020.03.302020.03.30SB(2019.12)002320110111-0003668,한진,110111-0003668,(2019.12),2019년12월31일_2020년03월17일_2018년12월31일_2020년3월17일_
2358,2016.06.082016.03.30SB(2015.12)005300110111-0003684,롯데칠성음료,110111-0003684,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
4428,2017.03.302017.03.30SB(2016.12)005300110111-0003684,롯데칠성음료,110111-0003684,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9120,2018.03.302018.03.30SB(2017.12)005300110111-0003684,롯데칠성음료,110111-0003684,(2017.12),2017년4월26일_2017년10월1일_2018년3월15일_2017년8월29일_2016년12월31일_2017년12월31일_
14804,2019.04.012019.04.01SB(2018.12)005300110111-0003684,롯데칠성음료,110111-0003684,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
19496,2020.03.302020.03.30SB(2019.12)005300110111-0003684,롯데칠성음료,110111-0003684,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
2233,2016.05.162016.03.30SB(2015.12)005430110111-0003692,한국공항,110111-0003692,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
6075,2017.03.312017.03.31SB(2016.12)005430110111-0003692,한국공항,110111-0003692,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
9674,2018.03.302018.03.30SB(2017.12)005430110111-0003692,한국공항,110111-0003692,(2017.12),2018년3월14일_2016년12월31일_2017년3월15일_2017년12월31일_
15726,2019.04.012019.04.01SB(2018.12)005430110111-0003692,한국공항,110111-0003692,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
20854,2020.03.302020.03.30SB(2019.12)005430110111-0003692,한국공항,110111-0003692,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
2132,2016.05.162016.03.30SB(2015.12)001340110111-0003709,백광산업,110111-0003709,(2015.12),2015년12월31일_2016년3월21일_2015년3월18일_2014년12월31일_
19614,2020.03.302017.03.31SB(2016.12)001340110111-0003709,백광산업,110111-0003709,(2016.12),2017년3월6일_2015년12월31일_2016년3월18일_2016년12월31일_2017년03월6일_
19616,2020.03.302018.04.02SB(2017.12)001340110111-0003709,백광산업,110111-0003709,(2017.12),2018년3월15일_2016년12월31일_2018년03월15일_2017년12월31일_
19619,2020.03.302019.04.01SB(2018.12)001340110111-0003709,백광산업,110111-0003709,(2018.12),2019년03월07일_2017년12월31일_2018년12월31일_
19622,2020.03.302020.03.30SB(2019.12)001340110111-0003709,백광산업,110111-0003709,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
1910,2016.05.122016.03.30SB(2015.12)001130110111-0003733,대한제분,110111-0003733,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
4398,2017.03.302017.03.30SB(2016.12)001130110111-0003733,대한제분,110111-0003733,(2016.12),2015년12월31일_2016년12월31일_2017년3월4일_
9065,2018.03.302018.03.30SB(2017.12)001130110111-0003733,대한제분,110111-0003733,(2017.12),2016년12월31일_2017년12월31일_2018년3월6일_
13883,2019.03.292019.03.29SB(2018.12)001130110111-0003733,대한제분,110111-0003733,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19342,2020.03.302020.03.30SB(2019.12)001130110111-0003733,대한제분,110111-0003733,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
2181,2016.05.162016.03.30SB(2015.12)000670110111-0003824,영풍,110111-0003824,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
10964,2018.05.152017.03.31SB(2016.12)000670110111-0003824,영풍,110111-0003824,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
10367,2018.04.022018.04.02SB(2017.12)000670110111-0003824,영풍,110111-0003824,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
15290,2019.04.012019.04.01SB(2018.12)000670110111-0003824,영풍,110111-0003824,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20180,2020.03.302020.03.30SB(2019.12)000670110111-0003824,영풍,110111-0003824,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
335,2016.03.302016.03.30SB(2015.12)006260110111-0003965,LS,110111-0003965,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
4770,2017.03.312017.03.31SB(2016.12)006260110111-0003965,LS,110111-0003965,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9813,2018.04.022018.04.02SB(2017.12)006260110111-0003965,LS,110111-0003965,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_
14470,2019.04.012019.04.01SB(2018.12)006260110111-0003965,LS,110111-0003965,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
19033,2020.03.302020.03.30SB(2019.12)006260110111-0003965,LS,110111-0003965,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
577,2016.03.302016.03.30SB(2015.12)005900110111-0004038,동양건설산업,110111-0004038,(2015.12),2015년4월10일_2015년3월16일_2015년12월31일_2015년3월30일_2016년3월24일_2014년12월31일_
5021,2017.03.312017.03.31SB(2016.12)005900110111-0004038,동양건설산업,110111-0004038,(2016.12),2015년12월31일_2016년12월31일_2017년3월17일_
11231,2018.07.102018.04.02SB(2017.12)005900110111-0004038,동양건설산업,110111-0004038,(2017.12),2016년10월19일_2017년3월17일_2017년1월2일_2018년3월23일_2016년12월31일_2016년11월29일_2017년12월31일_
16042,2019.04.232019.04.01SB(2018.12)005900110111-0004038,동양건설산업,110111-0004038,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
21261,2020.04.292020.03.30SB(2019.12)005900110111-0004038,동양건설산업,110111-0004038,(2019.12),2019년12월31일_2018년12월31일_2020년3월20일_
1815,2016.04.282016.03.30SB(2015.12)028670110111-0004286,팬오션,110111-0004286,(2015.12),2015년2월12일_2014년6월30일_2015년12월31일_2016년03월11일_2015년6월12일_2015년7월30일_2014년12월31일_
6011,2017.03.312017.03.31SB(2016.12)028670110111-0004286,팬오션,110111-0004286,(2016.12),2015년12월31일_2016년3월11일_2017년3월14일_2016년12월31일_
10892,2018.04.172018.03.30SB(2017.12)028670110111-0004286,팬오션,110111-0004286,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
13765,2019.03.282019.03.28SB(2018.12)028670110111-0004286,팬오션,110111-0004286,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
20760,2020.03.302020.03.30SB(2019.12)028670110111-0004286,팬오션,110111-0004286,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
331,2016.03.302016.03.30SB(2015.12)001120110111-0004632,LG상사,110111-0004632,(2015.12),2015년12월31일_2016년3월2일_2014년12월31일_
4763,2017.03.312017.03.31SB(2016.12)001120110111-0004632,LG상사,110111-0004632,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_
8957,2018.03.302018.03.30SB(2017.12)001120110111-0004632,LG상사,110111-0004632,(2017.12),2016년12월31일_2017년12월31일_2018년3월6일_
14463,2019.04.012019.04.01SB(2018.12)001120110111-0004632,LG상사,110111-0004632,(2018.12),2019년3월7일_2018년12월31일_2017년12월31일_
19025,2020.03.302020.03.30SB(2019.12)001120110111-0004632,LG상사,110111-0004632,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
1768,2016.04.072016.03.30SB(2015.12)004710110111-0004682,한솔테크닉스,110111-0004682,(2015.12),2016년3월10일_2015년12월31일_2014년12월31일_
6138,2017.03.312017.03.31SB(2016.12)004710110111-0004682,한솔테크닉스,110111-0004682,(2016.12),2015년12월31일_2016년3월10일_2016년12월31일_2017년3월23일_
8756,2018.03.232018.03.23SB(2017.12)004710110111-0004682,한솔테크닉스,110111-0004682,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
16198,2019.06.252019.03.29SB(2018.12)004710110111-0004682,한솔테크닉스,110111-0004682,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
20925,2020.03.302020.03.30SB(2019.12)004710110111-0004682,한솔테크닉스,110111-0004682,(2019.12),2019년12월31일_2020년3월13일_
1091,2016.03.302016.03.30SB(2015.12)001800110111-0004690,오리온홀딩스,110111-0004690,(2015.12),2015년12월31일_2016년3월17일_2015년3월16일_2014년12월31일_
6316,2017.04.132017.03.31SB(2016.12)001800110111-0004690,오리온홀딩스,110111-0004690,(2016.12),2015년12월31일_2016년12월31일_2017년3월23일_
10380,2018.04.022018.04.02SB(2017.12)001800110111-0004690,오리온홀딩스,110111-0004690,(2017.12),2017년3월31일_2017년6월1일_2016년12월31일_2017년12월31일_2018년3월22일_
15303,2019.04.012019.04.01SB(2018.12)001800110111-0004690,오리온홀딩스,110111-0004690,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
20200,2020.03.302020.03.30SB(2019.12)001800110111-0004690,오리온홀딩스,110111-0004690,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
562,2016.03.302016.03.30SB(2015.12)005960110111-0005002,동부건설,110111-0005002,(2015.12),2015년12월31일_2015년3월30일_2015년7월3일_2016년3월30일_2015년1월7일_2014년12월31일_
5003,2017.03.312017.03.31SB(2016.12)005960110111-0005002,동부건설,110111-0005002,(2016.12),2016년8월31일_2015년12월31일_2016년10월27일_2016년12월31일_2017년3월15일_2016년9월2일_2016년10월26일_
9991,2018.04.022018.04.02SB(2017.12)005960110111-0005002,동부건설,110111-0005002,(2017.12),2018년3월13일_2016년12월31일_2017년3월15일_2017년12월31일_
14717,2019.04.012019.04.01SB(2018.12)005960110111-0005002,동부건설,110111-0005002,(2018.12),2018년12월31일_2019년3월8일_2017년12월31일_
19378,2020.03.302020.03.30SB(2019.12)005960110111-0005002,동부건설,110111-0005002,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
669,2016.03.302016.03.30SB(2015.12)005360110111-0005052,모나미,110111-0005052,(2015.12),2015년12월31일_2016년3월14일_2014년12월31일_
5132,2017.03.312017.03.31SB(2016.12)005360110111-0005052,모나미,110111-0005052,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
10073,2018.04.022018.04.02SB(2017.12)005360110111-0005052,모나미,110111-0005052,(2017.12),2016년12월31일_2017년12월31일_2018년3월9일_
14847,2019.04.012019.04.01SB(2018.12)005360110111-0005052,모나미,110111-0005052,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19557,2020.03.302020.03.30SB(2019.12)005360110111-0005052,모나미,110111-0005052,(2019.12),2019년12월31일_2020년3월16일_
771,2016.03.302016.03.30SB(2015.12)000810110111-0005078,삼성화재해상보험,110111-0005078,(2015.12),2015년12월31일_2016년3월3일_2014년12월31일_
5236,2017.03.312017.03.31SB(2016.12)000810110111-0005078,삼성화재해상보험,110111-0005078,(2016.12),2017년03월10일_2015년12월31일_2016년12월31일_
10144,2018.04.022018.04.02SB(2017.12)000810110111-0005078,삼성화재해상보험,110111-0005078,(2017.12),2016년12월31일_2018년3월15일_2017년12월31일_
14950,2019.04.012019.04.01SB(2018.12)000810110111-0005078,삼성화재해상보험,110111-0005078,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19712,2020.03.302020.03.30SB(2019.12)000810110111-0005078,삼성화재해상보험,110111-0005078,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
576,2016.03.302016.03.30SB(2015.12)001520110111-0005333,동양,110111-0005333,(2015.12),2016년1월26일_2015년12월31일_2016년2월19일_2016년1월8일_2016년1월20일_2016년1월7일_2016년3월11일_2016년2월3일_2014년12월31일_
5020,2017.03.312017.03.31SB(2016.12)001520110111-0005333,동양,110111-0005333,(2016.12),2015년12월31일_2016년12월31일_2017년3월6일_
11437,2018.09.212018.03.30SB(2017.12)001520110111-0005333,동양,110111-0005333,(2017.12),2017년3월6일_2018년3월15일_2018년1월1일_2016년12월31일_2017년12월29일_2017년12월31일_2017년11월17일_
16332,2019.08.142019.04.01SB(2018.12)001520110111-0005333,동양,110111-0005333,(2018.12),2017년12월31일_2018년12월31일_2018년3월15일_2019년3월19일_
19390,2020.03.302020.03.30SB(2019.12)001520110111-0005333,동양,110111-0005333,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
714,2016.03.302016.03.30SB(2015.12)030950110111-0005432,보진재,110111-0005432,(2015.12),2016년3월10일_2015년12월31일_2014년12월31일_
4264,2017.03.292017.03.29SB(2016.12)030950110111-0005432,보진재,110111-0005432,(2016.12),2015년12월31일_2016년12월31일_2017년3월10일_
9172,2018.03.302018.03.30SB(2017.12)030950110111-0005432,보진재,110111-0005432,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
13968,2019.03.292019.03.29SB(2018.12)030950110111-0005432,보진재,110111-0005432,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
18648,2020.03.262020.03.26SB(2019.12)030950110111-0005432,보진재,110111-0005432,(2019.12),2019년12월31일_2018년12월31일_2020년2월19일_
1258,2016.03.302016.03.30SB(2015.12)000950110111-0005664,전방,110111-0005664,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
5773,2017.03.312017.03.31SB(2016.12)000950110111-0005664,전방,110111-0005664,(2016.12),2015년12월31일_2017년3월3일_2016년12월31일_
10493,2018.04.022018.04.02SB(2017.12)000950110111-0005664,전방,110111-0005664,(2017.12),2018년3월12일_2016년12월31일_2017년12월31일_
16225,2019.06.282019.04.01SB(2018.12)000950110111-0005664,전방,110111-0005664,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20439,2020.03.302020.03.30SB(2019.12)000950110111-0005664,전방,110111-0005664,(2019.12),2019년12월31일_2020년3월18일_
555,2016.03.302016.03.30SB(2015.12)110111-0005705,독립문,110111-0005705,(2015.12),2015년12월31일_2016년3월14일_2015년3월18일_2014년12월31일_
4184,2017.03.272017.03.27SB(2016.12)110111-0005705,독립문,110111-0005705,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_2016년7월31일_2012년7월2일_
9984,2018.04.022018.04.02SB(2017.12)110111-0005705,독립문,110111-0005705,(2017.12),2017년3월8일_2018년3월15일_2016년12월31일_2017년12월31일_
14709,2019.04.012019.04.01SB(2018.12)110111-0005705,독립문,110111-0005705,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
19371,2020.03.302020.03.30SB(2019.12)110111-0005705,독립문,110111-0005705,(2019.12),2019년12월31일_2018년12월31일_2020년3월9일_
788,2016.03.302016.03.30SB(2015.12)004690110111-0005929,삼천리,110111-0005929,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
5250,2017.03.312017.03.31SB(2016.12)004690110111-0005929,삼천리,110111-0005929,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9207,2018.03.302018.03.30SB(2017.12)004690110111-0005929,삼천리,110111-0005929,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
13992,2019.03.292019.03.29SB(2018.12)004690110111-0005929,삼천리,110111-0005929,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
19738,2020.03.302020.03.30SB(2019.12)004690110111-0005929,삼천리,110111-0005929,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
762,2016.03.302016.03.30SB(2015.12)032830110111-0005953,삼성생명,110111-0005953,(2015.12),2015년12월31일_2016년2월29일_2014년12월31일_
5227,2017.03.312017.03.31SB(2016.12)032830110111-0005953,삼성생명,110111-0005953,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
10139,2018.04.022018.04.02SB(2017.12)032830110111-0005953,삼성생명,110111-0005953,(2017.12),2016년12월31일_2017년12월31일_2018년3월9일_
14940,2019.04.012019.04.01SB(2018.12)032830110111-0005953,삼성생명,110111-0005953,(2018.12),2018년12월31일_2019년3월12일_2017년12월31일_
19702,2020.03.302020.03.30SB(2019.12)032830110111-0005953,삼성생명,110111-0005953,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
273,2016.03.302016.03.30SB(2015.12)001460110111-0005995,BYC,110111-0005995,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
6776,2017.12.262017.03.31SB(2016.12)001460110111-0005995,BYC,110111-0005995,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
9759,2018.04.022018.04.02SB(2017.12)001460110111-0005995,BYC,110111-0005995,(2017.12),2018년3월7일_2016년12월31일_2017년3월7일_2017년12월31일_
14411,2019.04.012019.04.01SB(2018.12)001460110111-0005995,BYC,110111-0005995,(2018.12),2018년12월31일_2019년3월8일_2017년12월31일_
18947,2020.03.302020.03.30SB(2019.12)001460110111-0005995,BYC,110111-0005995,(2019.12),2019년12월31일_2018년12월31일_2020년3월7일_
277,2016.03.302016.03.30SB(2015.12)000120110111-0006167,CJ대한통운,110111-0006167,(2015.12),2015년12월31일_2016년03월10일_2014년12월31일_
4714,2017.03.312017.03.31SB(2016.12)000120110111-0006167,CJ대한통운,110111-0006167,(2016.12),2015년12월31일_2017년03월14일_2016년12월31일_
9760,2018.04.022018.04.02SB(2017.12)000120110111-0006167,CJ대한통운,110111-0006167,(2017.12),2018년03월14일_2016년12월31일_2017년12월31일_
16392,2019.10.022019.04.01SB(2018.12)000120110111-0006167,CJ대한통운,110111-0006167,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
18951,2020.03.302020.03.30SB(2019.12)000120110111-0006167,CJ대한통운,110111-0006167,(2019.12),2019년12월31일_2018년12월31일_2020년3월20일_
928,2016.03.302016.03.30SB(2015.12)002310110111-0006274,아세아제지,110111-0006274,(2015.12),2015년12월31일_2016년2월22일_2014년12월31일_
5420,2017.03.312017.03.31SB(2016.12)002310110111-0006274,아세아제지,110111-0006274,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
9301,2018.03.302018.03.30SB(2017.12)002310110111-0006274,아세아제지,110111-0006274,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
14062,2019.03.292019.03.29SB(2018.12)002310110111-0006274,아세아제지,110111-0006274,(2018.12),2019년3월7일_2018년12월31일_2017년12월31일_
19962,2020.03.302020.03.30SB(2019.12)002310110111-0006274,아세아제지,110111-0006274,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
1315,2016.03.302016.03.30SB(2015.12)002780110111-0006349,진흥기업,110111-0006349,(2015.12),2014년12월24일_2015년12월31일_2015년3월18일_2016년3월17일_2016년12월31일_2011년2월24일_2014년12월31일_
5852,2017.03.312017.03.31SB(2016.12)002780110111-0006349,진흥기업,110111-0006349,(2016.12),2017년3월23일_2015년12월31일_2017년3월9일_2018년12월31일_2016년12월31일_2011년2월24일_2016년12월21일_
10548,2018.04.022018.04.02SB(2017.12)002780110111-0006349,진흥기업,110111-0006349,(2017.12),2018년2월2일_2016년12월31일_2018년2월28일_2017년12월31일_2018년3월22일_
14240,2019.03.292019.03.29SB(2018.12)002780110111-0006349,진흥기업,110111-0006349,(2018.12),2018년12월31일_2019년3월14일_
